duration,startDate,startStation,endDate,endStation,bike,subscription,,startPos,endPos
0h 8m 18s,10/15/2012 7:52:00,New Hampshire Ave & T St NW [formerly 16th & U St NW],10/15/2012 8:00:00,21st St & Pennsylvania Ave NW,W00287,Subscriber,,38.91554:-77.03818:98.06925223097663,38.901539:-77.046564:8.548322731693004
0h 11m 43s,10/15/2012 7:52:00,13th & D St NE,10/15/2012 8:03:00,North Capitol St & F St NW,W20024,Subscriber,,38.894832:-76.987633:4.104315015422677,38.897446:-77.009888:33.10724318681378
0h 2m 29s,10/14/2012 21:39:00,15th & P St NW,10/14/2012 21:41:00,17th & Corcoran St NW,W20961,Subscriber,,38.90985:-77.034438:33.998461323854,38.9121:-77.0387:10.021915253929913
0h 8m 49s,10/14/2012 21:38:00,19th St & Pennsylvania Ave NW,10/14/2012 21:47:00,Massachusetts Ave & Dupont Circle NW,W20914,Casual,,38.9003:-77.0429:77.47903819820068,38.9101:-77.0444:0.037382486137694
0h 9m 37s,10/14/2012 21:38:00,19th St & Pennsylvania Ave NW,10/14/2012 21:47:00,Massachusetts Ave & Dupont Circle NW,W00625,Casual,,38.9003:-77.0429:77.47903819820068,38.9101:-77.0444:0.037382486137694
0h 21m 10s,10/14/2012 21:37:00,Lamont & Mt Pleasant NW,10/14/2012 21:58:00,5th St & K St NW,W01094,Subscriber,,38.9319:-77.0388:78.41949054594932,38.90304:-77.019027:24.695755218818082
0h 29m 46s,10/14/2012 21:37:00,North Capitol St & F St NW,10/14/2012 22:07:00,14th & V St NW,W01047,Subscriber,,38.897446:-77.009888:33.10724318681378,38.9176:-77.0321:66.63283867035868
0h 18m 37s,10/14/2012 21:37:00,Lynn & 19th St North,10/14/2012 21:55:00,Calvert St & Woodley Pl NW,W01135,Subscriber,,38.897315:-77.070993:37.12589158880336,38.9236:-77.0501:0.920886146520217
0h 3m 9s,10/14/2012 21:36:00,15th & P St NW,10/14/2012 21:39:00,New Hampshire Ave & T St NW [formerly 16th & U St NW],W00014,Subscriber,,38.90985:-77.034438:33.998461323854,38.91554:-77.03818:98.06925223097663
0h 7m 15s,10/14/2012 21:36:00,Columbia Rd & Georgia Ave NW,10/14/2012 21:43:00,1st & Rhode Island Ave NW,W00769,Subscriber,,38.928156:-77.02344:85.05503179183836,38.915417:-77.012289:94.76721204953577
0h 16m 41s,10/14/2012 21:37:00,King St & Patrick St,10/14/2012 21:54:00,King St & Patrick St,W00605,Casual,,38.805317:-77.049883:93.35586778053424,38.805317:-77.049883:93.35586778053424
0h 8m 14s,10/14/2012 18:18:00,15th & K St NW,10/14/2012 18:26:00,8th & F St NW / National Portrait Gallery,W01459,Subscriber,,38.902:-77.03353:5.130581938240663,38.897003:-77.022996:75.64089537270223
0h 24m 3s,10/14/2012 18:19:00,8th & H St NW,10/14/2012 18:43:00,17th & Corcoran St NW,W00929,Casual,,38.8997:-77.023086:50.458513601911925,38.9121:-77.0387:10.021915253929913
0h 11m 9s,10/14/2012 18:18:00,16th & Harvard St NW,10/14/2012 18:29:00,7th & R St NW / Shaw Library,W00656,Subscriber,,38.926088:-77.036536:48.16606704314131,38.912719:-77.022155:3.417683539036287
0h 24m 49s,10/14/2012 18:18:00,Jefferson Memorial,10/14/2012 18:43:00,Lincoln Memorial,W01251,Casual,,38.879819:-77.037413:87.72829950417787,38.888251:-77.049426:43.85899341211326
0h 6m 11s,10/14/2012 18:18:00,21st St & Pennsylvania Ave NW,10/14/2012 18:24:00,21st & M St NW,W00192,Casual,,38.901539:-77.046564:8.548322731693004,38.9054:-77.0471:24.384959716566712
0h 24m 43s,10/14/2012 18:18:00,Jefferson Memorial,10/14/2012 18:43:00,Lincoln Memorial,W00996,Casual,,38.879819:-77.037413:87.72829950417787,38.888251:-77.049426:43.85899341211326
0h 21m 49s,10/14/2012 18:17:00,13th & H St NE,10/14/2012 18:39:00,5th St & K St NW,W01164,Subscriber,,38.9003:-76.9882:62.62217389396753,38.90304:-77.019027:24.695755218818082
0h 9m 42s,10/14/2012 18:17:00,13th & H St NE,10/14/2012 18:27:00,3rd & H St NE,W00267,Subscriber,,38.9003:-76.9882:62.62217389396753,38.900017:-77.001967:59.61964274257902
0h 28m 1s,10/14/2012 18:17:00,Eckington Pl & Q St NE,10/14/2012 18:45:00,37th & O St NW / Georgetown University,W00130,Subscriber,,38.910972:-77.00495:67.54500856473913,38.90774:-77.071652:68.01955327072665
0h 6m 45s,10/14/2012 18:17:00,Commerce St & Fayette St,10/14/2012 18:23:00,Market Square / King St & Royal St,W20158,Subscriber,,38.805648:-77.05293:35.48648483461303,38.804718:-77.043363:14.207202344012138
0h 13m 51s,10/14/2012 16:33:00,Convention Center / 7th & M St NW,10/14/2012 16:47:00,North Capitol St & F St NW,W00556,Casual,,38.90572:-77.022264:45.58029852544275,38.897446:-77.009888:33.10724318681378
0h 20m 30s,10/14/2012 16:29:00,USDA / 12th & Independence Ave SW,10/14/2012 16:49:00,New Hampshire Ave & T St NW [formerly 16th & U St NW],W00359,Subscriber,,38.887237:-77.028226:78.16572269237984,38.91554:-77.03818:98.06925223097663
0h 9m 0s,10/14/2012 16:28:00,Park Rd & Holmead Pl NW,10/14/2012 16:37:00,7th & T St NW,W00879,Subscriber,,38.9308:-77.0315:83.7204280632172,38.9155:-77.0222:96.26319389275511
0h 21m 55s,10/14/2012 16:29:00,Lincoln Memorial,10/14/2012 16:51:00,Metro Center / 12th & G St NW,W00851,Casual,,38.888251:-77.049426:43.85899341211326,38.898364:-77.027869:10.131369063133011
0h 6m 9s,10/14/2012 16:28:00,15th & P St NW,10/14/2012 16:34:00,12th & L St NW,W20872,Subscriber,,38.90985:-77.034438:33.998461323854,38.903819:-77.0284:98.78030916899544
0h 9m 54s,10/14/2012 16:28:00,Eckington Pl & Q St NE,10/14/2012 16:38:00,5th St & K St NW,W01221,Subscriber,,38.910972:-77.00495:67.54500856473913,38.90304:-77.019027:24.695755218818082
0h 6m 2s,10/14/2012 16:28:00,3rd & H St NE,10/14/2012 16:34:00,11th & H St NE,W00732,Subscriber,,38.900017:-77.001967:59.61964274257902,38.899983:-76.991383:7.488981514264703
0h 22m 30s,10/14/2012 16:28:00,Lincoln Memorial,10/14/2012 16:51:00,Metro Center / 12th & G St NW,W00817,Subscriber,,38.888251:-77.049426:43.85899341211326,38.898364:-77.027869:10.131369063133011
0h 20m 57s,10/14/2012 16:30:00,Lincoln Memorial,10/14/2012 16:50:00,Metro Center / 12th & G St NW,W01423,Casual,,38.888251:-77.049426:43.85899341211326,38.898364:-77.027869:10.131369063133011
0h 27m 34s,10/14/2012 16:28:00,3rd & D St SE,10/14/2012 16:56:00,5th & F St NW,W00499,Casual,,38.8851:-77.0023:73.06937424895365,38.897222:-77.019347:96.928327974949
0h 7m 7s,10/14/2012 14:47:00,4th & East Capitol St NE,10/14/2012 14:54:00,M St & New Jersey Ave SE,W00116,Subscriber,,38.889955:-77.000349:73.17175884869012,38.8763:-77.0037:57.89359248493322
1h 5m 3s,10/14/2012 14:46:00,King St Metro,10/14/2012 15:51:00,Braddock Rd Metro,W00483,Subscriber,,38.805767:-77.06072:28.61527412968402,38.814577:-77.052808:9.895722457536715
0h 40m 39s,10/14/2012 14:47:00,California St & Florida Ave NW,10/14/2012 15:28:00,Maryland & Independence Ave SW,W01454,Casual,,38.917761:-77.04062:31.782494645373603,38.887299:-77.018939:16.87182147881584
0h 11m 51s,10/14/2012 14:46:00,11th & Kenyon St NW,10/14/2012 14:58:00,1st & Rhode Island Ave NW,W20895,Subscriber,,38.929464:-77.027822:92.01130734735739,38.915417:-77.012289:94.76721204953577
0h 14m 47s,10/14/2012 14:46:00,6th & H St NE,10/14/2012 15:01:00,7th & T St NW,W00434,Subscriber,,38.900384:-76.99831:60.664354055650435,38.9155:-77.0222:96.26319389275511
0h 46m 43s,10/14/2012 14:46:00,13th & D St NE,10/14/2012 15:33:00,13th & D St NE,W01432,Subscriber,,38.894832:-76.987633:4.104315015422677,38.894832:-76.987633:4.104315015422677
0h 47m 0s,10/14/2012 14:46:00,13th & D St NE,10/14/2012 15:33:00,13th & D St NE,W00027,Subscriber,,38.894832:-76.987633:4.104315015422677,38.894832:-76.987633:4.104315015422677
0h 17m 57s,10/14/2012 14:46:00,4th St & Rhode Island Ave NE,10/14/2012 15:04:00,Gallaudet / 8th St & Florida Ave NE,W00008,Subscriber,,38.919488:-77.000624:12.45072059917961,38.90509:-76.9941:20.60583649771992
0h 57m 50s,10/14/2012 14:48:00,C & O Canal & Wisconsin Ave NW,10/14/2012 15:46:00,Jefferson Dr & 14th St SW,W20022,Casual,,38.90375:-77.06269:37.21185511312615,38.888553:-77.032429:65.4503364708893
0h 14m 32s,10/14/2012 13:08:00,North Capitol St & F St NW,10/14/2012 13:22:00,Maryland & Independence Ave SW,W20918,Casual,,38.897446:-77.009888:33.10724318681378,38.887299:-77.018939:16.87182147881584
0h 4m 31s,10/14/2012 13:07:00,New Hampshire Ave & T St NW [formerly 16th & U St NW],10/14/2012 13:12:00,15th & P St NW,W20078,Subscriber,,38.91554:-77.03818:98.06925223097663,38.90985:-77.034438:33.998461323854
0h 22m 33s,10/14/2012 13:07:00,L'Enfant Plaza / 7th & C St SW,10/14/2012 13:30:00,4th & D St NW / Judiciary Square,W00139,Casual,,38.886266:-77.022241:76.56102367806851,38.895344:-77.016106:63.901448503844094
1h 48m 23s,10/14/2012 13:07:00,Lincoln Memorial,10/14/2012 14:55:00,Market Square / King St & Royal St,W00152,Casual,,38.888251:-77.049426:43.85899341211326,38.804718:-77.043363:14.207202344012138
1h 2m 24s,10/14/2012 13:07:00,20th & O St NW / Dupont South,10/14/2012 14:10:00,M St & Pennsylvania Ave NW,W01143,Casual,,38.908905:-77.04478:5.379990418676794,38.905126:-77.056887:20.269144627354528
0h 9m 28s,10/14/2012 13:07:00,Florida Ave & R St NW,10/14/2012 13:16:00,14th & V St NW,W00754,Subscriber,,38.9126:-77.0135:40.49634722878266,38.9176:-77.0321:66.63283867035868
0h 10m 27s,10/14/2012 13:06:00,22nd & I St NW / Foggy Bottom,10/14/2012 13:17:00,14th & Rhode Island Ave NW,W01225,Subscriber,,38.90088:-77.048911:66.08616193116573,38.9086:-77.0323:44.521598782119085
0h 8m 21s,10/14/2012 13:06:00,11th & Kenyon St NW,10/14/2012 13:15:00,New Hampshire Ave & T St NW [formerly 16th & U St NW],W00606,Subscriber,,38.929464:-77.027822:92.01130734735739,38.91554:-77.03818:98.06925223097663
0h 7m 25s,10/14/2012 11:19:00,1st & Rhode Island Ave NW,10/14/2012 11:27:00,4th St & Rhode Island Ave NE,W00367,Subscriber,,38.915417:-77.012289:94.76721204953577,38.919488:-77.000624:12.45072059917961
0h 23m 58s,10/14/2012 11:19:00,14th & V St NW,10/14/2012 11:43:00,Massachusetts Ave & Dupont Circle NW,W00998,Subscriber,,38.9176:-77.0321:66.63283867035868,38.9101:-77.0444:0.037382486137694
0h 6m 17s,10/14/2012 11:19:00,Massachusetts Ave & Dupont Circle NW,10/14/2012 11:25:00,15th & P St NW,W20119,Subscriber,,38.9101:-77.0444:0.037382486137694,38.90985:-77.034438:33.998461323854
0h 3m 6s,10/14/2012 11:19:00,New Hampshire Ave & T St NW [formerly 16th & U St NW],10/14/2012 11:22:00,14th & V St NW,W00546,Subscriber,,38.91554:-77.03818:98.06925223097663,38.9176:-77.0321:66.63283867035868
0h 18m 4s,10/14/2012 11:19:00,S Glebe & Potomac Ave,10/14/2012 11:37:00,15th & Hayes St,w01117,Subscriber,,38.8426:-77.0502:27.141676511397293,38.8604:-77.0603:47.48997190806693
0h 23m 33s,10/14/2012 11:19:00,Jefferson Memorial,10/14/2012 11:43:00,17th & K St NW / Farragut Square,W00867,Casual,,38.879819:-77.037413:87.72829950417787,38.902061:-77.038322:88.6546677538348
0h 23m 45s,10/14/2012 11:19:00,Jefferson Memorial,10/14/2012 11:42:00,17th & K St NW / Farragut Square,W01424,Casual,,38.879819:-77.037413:87.72829950417787,38.902061:-77.038322:88.6546677538348
0h 7m 8s,10/14/2012 11:18:00,34th St & Wisconsin Ave NW,10/14/2012 11:25:00,M St & Pennsylvania Ave NW,W20966,Subscriber,,38.916442:-77.0682:23.694574064729913,38.905126:-77.056887:20.269144627354528
0h 12m 46s,10/14/2012 11:18:00,Eastern Market Metro / Pennsylvania Ave & 7th St SE,10/14/2012 11:30:00,4th & D St NW / Judiciary Square,W00475,Subscriber,,38.884:-76.995397:2.693865796764305,38.895344:-77.016106:63.901448503844094
0h 8m 26s,10/14/2012 11:18:00,Columbia Rd & Belmont St NW,10/14/2012 11:26:00,Park Rd & Holmead Pl NW,W00953,Casual,,38.920669:-77.04368:20.582944739960553,38.9308:-77.0315:83.7204280632172
0h 7m 16s,10/14/2012 6:00:00,Potomac & Pennsylvania Ave SE,10/14/2012 6:07:00,8th & Eye St SE / Barracks Row,W20947,Subscriber,,38.8803:-76.9862:22.53125949534075,38.8792:-76.9953:71.9617949354179
0h 21m 28s,10/14/2012 5:57:00,Lynn & 19th St North,10/14/2012 6:18:00,Convention Center / 7th & M St NW,W20002,Casual,,38.897315:-77.070993:37.12589158880336,38.90572:-77.022264:45.58029852544275
0h 5m 0s,10/14/2012 5:53:00,17th & Corcoran St NW,10/14/2012 5:58:00,21st & M St NW,W00744,Subscriber,,38.9121:-77.0387:10.021915253929913,38.9054:-77.0471:24.384959716566712
0h 5m 16s,10/14/2012 5:43:00,14th & V St NW,10/14/2012 5:48:00,20th St & Florida Ave NW,W00416,Subscriber,,38.9176:-77.0321:66.63283867035868,38.9154:-77.0446:2.194542440324043
0h 16m 42s,10/14/2012 5:35:00,Park Rd & Holmead Pl NW,10/14/2012 5:51:00,8th & H St NW,W00266,Casual,,38.9308:-77.0315:83.7204280632172,38.8997:-77.023086:50.458513601911925
0h 10m 41s,10/14/2012 5:24:00,15th & P St NW,10/14/2012 5:34:00,Columbia Rd & Belmont St NW,W00086,Subscriber,,38.90985:-77.034438:33.998461323854,38.920669:-77.04368:20.582944739960553
0h 4m 24s,10/14/2012 5:23:00,14th & Rhode Island Ave NW,10/14/2012 5:28:00,17th & K St NW [formerly 17th & L St NW],W00973,Casual,,38.9086:-77.0323:44.521598782119085,38.90276:-77.03863:82.23796582632403
0h 7m 52s,10/14/2012 5:16:00,14th & Rhode Island Ave NW,10/14/2012 5:24:00,22nd & I St NW / Foggy Bottom,W00976,Subscriber,,38.9086:-77.0323:44.521598782119085,38.90088:-77.048911:66.08616193116573
0h 5m 22s,10/14/2012 5:12:00,Lamont & Mt Pleasant NW,10/14/2012 5:18:00,Columbia Rd & Georgia Ave NW,W00683,Subscriber,,38.9319:-77.0388:78.41949054594932,38.928156:-77.02344:85.05503179183836
0h 31m 52s,10/14/2012 5:12:00,12th & Newton St NE,10/14/2012 5:44:00,12th & Newton St NE,W00943,Subscriber,,38.933668:-76.991016:94.33728766936541,38.933668:-76.991016:94.33728766936541
0h 24m 20s,10/13/2012 20:26:00,21st St & Pennsylvania Ave NW,10/13/2012 20:50:00,New Hampshire Ave & T St NW [formerly 16th & U St NW],W20096,Subscriber,,38.901539:-77.046564:8.548322731693004,38.91554:-77.03818:98.06925223097663
0h 19m 12s,10/13/2012 20:26:00,California St & Florida Ave NW,10/13/2012 20:45:00,Adams Mill & Columbia Rd NW,W00546,Subscriber,,38.917761:-77.04062:31.782494645373603,38.922925:-77.042581:68.37871253446838
0h 19m 14s,10/13/2012 20:26:00,Park Rd & Holmead Pl NW,10/13/2012 20:45:00,14th & Rhode Island Ave NW,W01093,Subscriber,,38.9308:-77.0315:83.7204280632172,38.9086:-77.0323:44.521598782119085
0h 13m 19s,10/13/2012 20:26:00,Key Blvd & N Quinn St,10/13/2012 20:39:00,34th St & Wisconsin Ave NW,W01298,Casual,,38.896015:-77.078107:71.14922741080973,38.916442:-77.0682:23.694574064729913
0h 19m 34s,10/13/2012 20:26:00,Park Rd & Holmead Pl NW,10/13/2012 20:45:00,14th & Rhode Island Ave NW,W01052,Casual,,38.9308:-77.0315:83.7204280632172,38.9086:-77.0323:44.521598782119085
0h 7m 17s,10/13/2012 20:25:00,8th & F St NW / National Portrait Gallery,10/13/2012 20:32:00,L'Enfant Plaza / 7th & C St SW,W01403,Subscriber,,38.897003:-77.022996:75.64089537270223,38.886266:-77.022241:76.56102367806851
0h 35m 9s,10/13/2012 20:25:00,Eastern Market / 7th & North Carolina Ave SE,10/13/2012 21:00:00,Columbia Rd & Belmont St NW,W01186,Subscriber,,38.886952:-76.996806:36.96767879185785,38.920669:-77.04368:20.582944739960553
0h 23m 52s,10/13/2012 20:25:00,Lincoln Memorial,10/13/2012 20:48:00,10th & U St NW,W00095,Subscriber,,38.888251:-77.049426:43.85899341211326,38.9172:-77.0259:56.89066288103373
0h 5m 55s,10/13/2012 20:24:00,17th & Corcoran St NW,10/13/2012 20:30:00,15th & K St NW,W20160,Subscriber,,38.9121:-77.0387:10.021915253929913,38.902:-77.03353:5.130581938240663
0h 10m 8s,10/13/2012 20:25:00,Thomas Circle,10/13/2012 20:35:00,Massachusetts Ave & Dupont Circle NW,W00626,Casual,,38.9059:-77.0325:87.29941591534198,38.9101:-77.0444:0.037382486137694
0h 47m 18s,10/13/2012 17:50:00,Convention Center / 7th & M St NW,10/13/2012 18:37:00,Central Library / N Quincy St & 10th St N,W01477,Subscriber,,38.90572:-77.022264:45.58029852544275,38.88397:-77.10783:64.10660066520765
0h 13m 24s,10/13/2012 17:49:00,8th & F St NW / National Portrait Gallery,10/13/2012 18:03:00,M St & Pennsylvania Ave NW,W01426,Subscriber,,38.897003:-77.022996:75.64089537270223,38.905126:-77.056887:20.269144627354528
0h 5m 1s,10/13/2012 17:49:00,15th & P St NW,10/13/2012 17:54:00,New Hampshire Ave & T St NW [formerly 16th & U St NW],W00848,Subscriber,,38.90985:-77.034438:33.998461323854,38.91554:-77.03818:98.06925223097663
0h 23m 20s,10/13/2012 17:50:00,USDA / 12th & Independence Ave SW,10/13/2012 18:14:00,Smithsonian / Jefferson Dr & 12th St SW,W00603,Casual,,38.887237:-77.028226:78.16572269237984,38.888767:-77.02858:85.26230168004004
0h 9m 0s,10/13/2012 17:49:00,14th & V St NW,10/13/2012 17:58:00,8th & H St NW,W01421,Subscriber,,38.9176:-77.0321:66.63283867035868,38.8997:-77.023086:50.458513601911925
0h 23m 35s,10/13/2012 17:49:00,8th & H St NW,10/13/2012 18:13:00,Park Rd & Holmead Pl NW,W01345,Casual,,38.8997:-77.023086:50.458513601911925,38.9308:-77.0315:83.7204280632172
0h 9m 14s,10/13/2012 17:48:00,Potomac & Pennsylvania Ave SE,10/13/2012 17:58:00,13th & H St NE,W00024,Subscriber,,38.8803:-76.9862:22.53125949534075,38.9003:-76.9882:62.62217389396753
0h 14m 50s,10/13/2012 17:48:00,Adams Mill & Columbia Rd NW,10/13/2012 18:03:00,Van Ness Metro / UDC,W00900,Subscriber,,38.922925:-77.042581:68.37871253446838,38.944551:-77.063896:31.901624571138008
0h 25m 54s,10/13/2012 17:48:00,20th & E St NW,10/13/2012 18:14:00,19th St & Constitution Ave NW,W01093,Subscriber,,38.8963:-77.045:98.52259364350951,38.8923:-77.0436:28.267586247005305
0h 33m 40s,10/13/2012 16:08:00,19th St & Constitution Ave NW,10/13/2012 16:42:00,14th & V St NW,W00733,Casual,,38.8923:-77.0436:28.267586247005305,38.9176:-77.0321:66.63283867035868
0h 42m 56s,10/13/2012 16:09:00,21st & M St NW,10/13/2012 16:52:00,Smithsonian / Jefferson Dr & 12th St SW,W01352,Casual,,38.9054:-77.0471:24.384959716566712,38.888767:-77.02858:85.26230168004004
0h 7m 28s,10/13/2012 16:07:00,3rd & D St SE,10/13/2012 16:15:00,M St & New Jersey Ave SE,W01281,Subscriber,,38.8851:-77.0023:73.06937424895365,38.8763:-77.0037:57.89359248493322
0h 29m 40s,10/13/2012 16:08:00,Massachusetts Ave & Dupont Circle NW,10/13/2012 16:38:00,Jefferson Dr & 14th St SW,W00548,Casual,,38.9101:-77.0444:0.037382486137694,38.888553:-77.032429:65.4503364708893
0h 8m 34s,10/13/2012 16:07:00,7th & T St NW,10/13/2012 16:16:00,New Hampshire Ave & T St NW [formerly 16th & U St NW],W00821,Subscriber,,38.9155:-77.0222:96.26319389275511,38.91554:-77.03818:98.06925223097663
0h 3m 16s,10/13/2012 16:07:00,Eastern Market Metro / Pennsylvania Ave & 7th St SE,10/13/2012 16:10:00,Eastern Market / 7th & North Carolina Ave SE,W00284,Subscriber,,38.884:-76.995397:2.693865796764305,38.886952:-76.996806:36.96767879185785
0h 21m 59s,10/13/2012 16:09:00,Maryland & Independence Ave SW,10/13/2012 16:31:00,Jefferson Dr & 14th St SW,W20150,Casual,,38.887299:-77.018939:16.87182147881584,38.888553:-77.032429:65.4503364708893
0h 7m 11s,10/13/2012 14:29:00,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,10/13/2012 14:36:00,Lincoln Memorial,W20916,Casual,,38.88412:-77.04657:47.72319680390184,38.888251:-77.049426:43.85899341211326
0h 3m 35s,10/13/2012 14:28:00,5th & F St NW,10/13/2012 14:32:00,5th St & K St NW,W00289,Subscriber,,38.897222:-77.019347:96.928327974949,38.90304:-77.019027:24.695755218818082
0h 31m 57s,10/13/2012 14:28:00,Eastern Market / 7th & North Carolina Ave SE,10/13/2012 15:00:00,Georgetown Harbor / 30th St NW,W00202,Subscriber,,38.886952:-76.996806:36.96767879185785,38.9022212:-77.059219:90.27366227222096
0h 7m 1s,10/13/2012 14:29:00,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,10/13/2012 14:36:00,Lincoln Memorial,W00100,Casual,,38.88412:-77.04657:47.72319680390184,38.888251:-77.049426:43.85899341211326
0h 28m 12s,10/13/2012 14:28:00,14th St & Spring Rd NW,10/13/2012 14:56:00,36th & Calvert St NW / Glover Park,W00173,Subscriber,,38.9375:-77.0328:72.092171222231,38.922581:-77.070334:86.04056392031005
0h 8m 44s,10/13/2012 14:27:00,Bladensburg Rd & Benning Rd NE,10/13/2012 14:36:00,Columbus Circle / Union Station,W01052,Subscriber,,38.900413:-76.982872:49.92840449440668,38.89696:-77.00493:44.30198563043943
0h 7m 1s,10/13/2012 14:28:00,Harvard St & Adams Mill Rd NW,10/13/2012 14:35:00,Adams Mill & Columbia Rd NW,W00237,Casual,,38.927872:-77.043358:88.71331729069483,38.922925:-77.042581:68.37871253446838
0h 6m 47s,10/13/2012 14:27:00,Harvard St & Adams Mill Rd NW,10/13/2012 14:34:00,Adams Mill & Columbia Rd NW,W00261,Subscriber,,38.927872:-77.043358:88.71331729069483,38.922925:-77.042581:68.37871253446838
0h 2m 56s,10/13/2012 14:27:00,Eastern Market Metro / Pennsylvania Ave & 7th St SE,10/13/2012 14:30:00,Potomac & Pennsylvania Ave SE,w00527,Subscriber,,38.884:-76.995397:2.693865796764305,38.8803:-76.9862:22.53125949534075
0h 5m 11s,10/13/2012 12:55:00,Adams Mill & Columbia Rd NW,10/13/2012 13:01:00,14th & Harvard St NW,W01332,Subscriber,,38.922925:-77.042581:68.37871253446838,38.9268:-77.0322:84.14891391553977
0h 25m 32s,10/13/2012 12:55:00,17th & K St NW / Farragut Square,10/13/2012 13:21:00,North Capitol St & F St NW,W20057,Subscriber,,38.902061:-77.038322:88.6546677538348,38.897446:-77.009888:33.10724318681378
0h 12m 2s,10/13/2012 12:55:00,M St & New Jersey Ave SE,10/13/2012 13:07:00,Eastern Market / 7th & North Carolina Ave SE,W01361,Subscriber,,38.8763:-77.0037:57.89359248493322,38.886952:-76.996806:36.96767879185785
0h 11m 9s,10/13/2012 12:55:00,New Hampshire Ave & T St NW [formerly 16th & U St NW],10/13/2012 13:06:00,Convention Center / 7th & M St NW,W00899,Subscriber,,38.91554:-77.03818:98.06925223097663,38.90572:-77.022264:45.58029852544275
0h 6m 5s,10/13/2012 11:10:00,6th & H St NE,10/13/2012 11:16:00,D St & Maryland Ave NE,W01262,Casual,,38.900384:-76.99831:60.664354055650435,38.894758:-76.997114:28.809089128566935
0h 14m 20s,10/13/2012 11:09:00,New Hampshire Ave & T St NW [formerly 16th & U St NW],10/13/2012 11:24:00,Georgetown Harbor / 30th St NW,W20950,Subscriber,,38.91554:-77.03818:98.06925223097663,38.9022212:-77.059219:90.27366227222096
1h 11m 50s,10/13/2012 11:10:00,Braddock Rd Metro,10/13/2012 12:22:00,Braddock Rd Metro,W01356,Casual,,38.814577:-77.052808:9.895722457536715,38.814577:-77.052808:9.895722457536715
0h 3m 21s,10/13/2012 11:09:00,5th & F St NW,10/13/2012 11:12:00,5th St & K St NW,W20140,Subscriber,,38.897222:-77.019347:96.928327974949,38.90304:-77.019027:24.695755218818082
0h 5m 15s,10/13/2012 11:09:00,8th & F St NW / National Portrait Gallery,10/13/2012 11:14:00,5th St & K St NW,W00842,Subscriber,,38.897003:-77.022996:75.64089537270223,38.90304:-77.019027:24.695755218818082
