duration,startDate,startStation,endDate,endStation,bike,subscription,,startPos,endPos
0h 7m 27s,12/16/2012 14:17:00,14th & Harvard St NW,12/16/2012 14:24:00,15th & P St NW,W00818,Subscriber,,38.9268:-77.0322:84.14891391553977,38.90985:-77.034438:33.998461323854
0h 21m 44s,12/16/2012 14:17:00,17th & K St NW / Farragut Square,12/16/2012 14:39:00,Eastern Market / 7th & North Carolina Ave SE,W01302,Subscriber,,38.902061:-77.038322:88.6546677538348,38.886952:-76.996806:36.96767879185785
1h 32m 9s,12/16/2012 14:18:00,Calvert St & Woodley Pl NW,12/16/2012 15:51:00,Calvert St & Woodley Pl NW,W20193,Casual,,38.9236:-77.0501:0.920886146520217,38.9236:-77.0501:0.920886146520217
0h 8m 29s,12/16/2012 14:17:00,16th & Harvard St NW,12/16/2012 14:25:00,7th & T St NW,W00437,Subscriber,,38.926088:-77.036536:48.16606704314131,38.9155:-77.0222:96.26319389275511
0h 25m 24s,12/16/2012 14:17:00,Eastern Market Metro / Pennsylvania Ave & 7th St SE,12/16/2012 14:43:00,Smithsonian / Jefferson Dr & 12th St SW,W00596,Casual,,38.884:-76.995397:2.693865796764305,38.888767:-77.02858:85.26230168004004
0h 15m 7s,12/16/2012 14:16:00,Georgetown Harbor / 30th St NW,12/16/2012 14:31:00,Metro Center / 12th & G St NW,W20980,Subscriber,,38.9022212:-77.059219:90.27366227222096,38.898364:-77.027869:10.131369063133011
0h 25m 23s,12/16/2012 14:17:00,Jefferson Dr & 14th St SW,12/16/2012 14:42:00,17th & K St NW / Farragut Square,W00014,Casual,,38.888553:-77.032429:65.4503364708893,38.902061:-77.038322:88.6546677538348
0h 15m 43s,12/16/2012 11:31:00,L'Enfant Plaza / 7th & C St SW,12/16/2012 11:47:00,4th & D St NW / Judiciary Square,W20121,Casual,,38.886266:-77.022241:76.56102367806851,38.895344:-77.016106:63.901448503844094
0h 15m 56s,12/16/2012 11:31:00,L'Enfant Plaza / 7th & C St SW,12/16/2012 11:47:00,4th & D St NW / Judiciary Square,W00889,Casual,,38.886266:-77.022241:76.56102367806851,38.895344:-77.016106:63.901448503844094
0h 3m 40s,12/16/2012 11:30:00,California St & Florida Ave NW,12/16/2012 11:34:00,Adams Mill & Columbia Rd NW,W20940,Subscriber,,38.917761:-77.04062:31.782494645373603,38.922925:-77.042581:68.37871253446838
0h 5m 16s,12/16/2012 11:29:00,20th St & Florida Ave NW,12/16/2012 11:35:00,Adams Mill & Columbia Rd NW,W01285,Subscriber,,38.9154:-77.0446:2.194542440324043,38.922925:-77.042581:68.37871253446838
0h 5m 48s,12/16/2012 11:29:00,20th & E St NW,12/16/2012 11:35:00,20th & O St NW / Dupont South,W01076,Subscriber,,38.8963:-77.045:98.52259364350951,38.908905:-77.04478:5.379990418676794
0h 9m 4s,12/16/2012 11:29:00,D St & Maryland Ave NE,12/16/2012 11:38:00,Potomac & Pennsylvania Ave SE,W00847,Subscriber,,38.894758:-76.997114:28.809089128566935,38.8803:-76.9862:22.53125949534075
0h 14m 13s,12/16/2012 11:29:00,Maryland & Independence Ave SW,12/16/2012 11:43:00,North Capitol St & F St NW,W00515,Casual,,38.887299:-77.018939:16.87182147881584,38.897446:-77.009888:33.10724318681378
0h 39m 9s,12/16/2012 11:30:00,20th & O St NW / Dupont South,12/16/2012 12:09:00,L'Enfant Plaza / 7th & C St SW,W01169,Casual,,38.908905:-77.04478:5.379990418676794,38.886266:-77.022241:76.56102367806851
0h 21m 24s,12/16/2012 11:29:00,Calvert St & Woodley Pl NW,12/16/2012 11:50:00,Georgetown Harbor / 30th St NW,W01060,Subscriber,,38.9236:-77.0501:0.920886146520217,38.9022212:-77.059219:90.27366227222096
0h 14m 46s,12/16/2012 11:29:00,Maryland & Independence Ave SW,12/16/2012 11:44:00,North Capitol St & F St NW,W00050,Casual,,38.887299:-77.018939:16.87182147881584,38.897446:-77.009888:33.10724318681378
0h 17m 13s,12/16/2012 0:12:00,Adams Mill & Columbia Rd NW,12/16/2012 0:29:00,1st & Rhode Island Ave NW,W01426,Subscriber,,38.922925:-77.042581:68.37871253446838,38.915417:-77.012289:94.76721204953577
0h 3m 10s,12/16/2012 0:10:00,7th & R St NW / Shaw Library,12/16/2012 0:14:00,10th & U St NW,W00724,Subscriber,,38.912719:-77.022155:3.417683539036287,38.9172:-77.0259:56.89066288103373
0h 5m 12s,12/16/2012 0:10:00,Eastern Market / 7th & North Carolina Ave SE,12/16/2012 0:15:00,14th & D St SE,W01174,Subscriber,,38.886952:-76.996806:36.96767879185785,38.884:-76.9861:63.56484490552471
0h 0m 20s,12/16/2012 0:09:00,7th & R St NW / Shaw Library,12/16/2012 0:10:00,7th & R St NW / Shaw Library,W00971,Subscriber,,38.912719:-77.022155:3.417683539036287,38.912719:-77.022155:3.417683539036287
0h 7m 15s,12/16/2012 0:09:00,15th & P St NW,12/16/2012 0:16:00,8th & H St NW,W01175,Subscriber,,38.90985:-77.034438:33.998461323854,38.8997:-77.023086:50.458513601911925
0h 7m 7s,12/16/2012 0:09:00,Columbus Circle / Union Station,12/16/2012 0:16:00,Eastern Market / 7th & North Carolina Ave SE,W00531,Subscriber,,38.89696:-77.00493:44.30198563043943,38.886952:-76.996806:36.96767879185785
0h 4m 14s,12/16/2012 0:09:00,Columbus Circle / Union Station,12/16/2012 0:13:00,D St & Maryland Ave NE,W00786,Subscriber,,38.89696:-77.00493:44.30198563043943,38.894758:-76.997114:28.809089128566935
0h 9m 10s,12/16/2012 0:08:00,14th & R St NW,12/16/2012 0:17:00,California St & Florida Ave NW,W00021,Subscriber,,38.912682:-77.031681:9.366245709469068,38.917761:-77.04062:31.782494645373603
0h 3m 17s,12/16/2012 0:06:00,Court House Metro / Wilson Blvd & N Uhle St,12/16/2012 0:09:00,N Adams St & Lee Hwy,W20899,Subscriber,,38.891696:-77.0846:61.560015425285386,38.89593:-77.089006:96.92598434585635
0h 9m 49s,12/16/2012 0:06:00,4th & M St SW,12/16/2012 0:16:00,5th & F St NW,W00965,Subscriber,,38.8767:-77.0178:2.120123600700363,38.897222:-77.019347:96.928327974949
0h 5m 53s,12/15/2012 18:42:00,Park Rd & Holmead Pl NW,12/15/2012 18:48:00,Georgia & New Hampshire Ave NW,W00443,Subscriber,,38.9308:-77.0315:83.7204280632172,38.936043:-77.024649:4.096833069823336
0h 19m 21s,12/15/2012 18:42:00,37th & O St NW / Georgetown University,12/15/2012 19:01:00,New Hampshire Ave & T St NW [formerly 16th & U St NW],W01405,Subscriber,,38.90774:-77.071652:68.01955327072665,38.91554:-77.03818:98.06925223097663
0h 6m 16s,12/15/2012 18:42:00,North Capitol St & F St NW,12/15/2012 18:48:00,D St & Maryland Ave NE,W00236,Subscriber,,38.897446:-77.009888:33.10724318681378,38.894758:-76.997114:28.809089128566935
0h 3m 48s,12/15/2012 18:42:00,14th & Harvard St NW,12/15/2012 18:45:00,16th & Harvard St NW,W00015,Subscriber,,38.9268:-77.0322:84.14891391553977,38.926088:-77.036536:48.16606704314131
0h 3m 43s,12/15/2012 18:42:00,Wilson Blvd & N Oakland St,12/15/2012 18:45:00,Fairfax Dr & Wilson Blvd,W01128,Subscriber,,38.8815:-77.10396:88.43467708349243,38.885801:-77.097745:28.591287676353794
0h 7m 34s,12/15/2012 18:42:00,USDA / 12th & Independence Ave SW,12/15/2012 18:49:00,Metro Center / 12th & G St NW,W00746,Subscriber,,38.887237:-77.028226:78.16572269237984,38.898364:-77.027869:10.131369063133011
0h 4m 1s,12/15/2012 18:42:00,Wilson Blvd & N Oakland St,12/15/2012 18:46:00,Fairfax Dr & Wilson Blvd,W00156,Subscriber,,38.8815:-77.10396:88.43467708349243,38.885801:-77.097745:28.591287676353794
0h 5m 16s,12/15/2012 18:42:00,M St & Pennsylvania Ave NW,12/15/2012 18:47:00,22nd & I St NW / Foggy Bottom,W01353,Subscriber,,38.905126:-77.056887:20.269144627354528,38.90088:-77.048911:66.08616193116573
0h 14m 9s,12/15/2012 18:41:00,1st & Rhode Island Ave NW,12/15/2012 18:56:00,20th St & Florida Ave NW,W00069,Subscriber,,38.915417:-77.012289:94.76721204953577,38.9154:-77.0446:2.194542440324043
0h 10m 7s,12/15/2012 18:41:00,Metro Center / 12th & G St NW,12/15/2012 18:51:00,7th & R St NW / Shaw Library,W00011,Subscriber,,38.898364:-77.027869:10.131369063133011,38.912719:-77.022155:3.417683539036287
0h 13m 54s,12/15/2012 15:51:00,Eastern Market Metro / Pennsylvania Ave & 7th St SE,12/15/2012 16:05:00,Maryland & Independence Ave SW,W01013,Subscriber,,38.884:-76.995397:2.693865796764305,38.887299:-77.018939:16.87182147881584
0h 10m 56s,12/15/2012 15:51:00,Smithsonian / Jefferson Dr & 12th St SW,12/15/2012 16:02:00,5th St & K St NW,W00951,Subscriber,,38.888767:-77.02858:85.26230168004004,38.90304:-77.019027:24.695755218818082
0h 3m 31s,12/15/2012 15:51:00,14th & Rhode Island Ave NW,12/15/2012 15:54:00,12th & L St NW,W00727,Subscriber,,38.9086:-77.0323:44.521598782119085,38.903819:-77.0284:98.78030916899544
0h 4m 23s,12/15/2012 15:51:00,17th & Corcoran St NW,12/15/2012 15:55:00,14th & R St NW,W00427,Subscriber,,38.9121:-77.0387:10.021915253929913,38.912682:-77.031681:9.366245709469068
0h 3m 37s,12/15/2012 15:51:00,Eastern Market Metro / Pennsylvania Ave & 7th St SE,12/15/2012 15:54:00,4th & East Capitol St NE,W00263,Subscriber,,38.884:-76.995397:2.693865796764305,38.889955:-77.000349:73.17175884869012
0h 6m 54s,12/15/2012 15:51:00,25th St & Pennsylvania Ave NW,12/15/2012 15:57:00,21st & M St NW,W01024,Subscriber,,38.903827:-77.053485:91.2733048781764,38.9054:-77.0471:24.384959716566712
0h 21m 29s,12/15/2012 15:51:00,19th & L St NW,12/15/2012 16:12:00,Maryland & Independence Ave SW,W00582,Subscriber,,38.903407:-77.043648:38.31350971966825,38.887299:-77.018939:16.87182147881584
0h 21m 38s,12/15/2012 15:51:00,19th & L St NW,12/15/2012 16:12:00,Maryland & Independence Ave SW,W01042,Subscriber,,38.903407:-77.043648:38.31350971966825,38.887299:-77.018939:16.87182147881584
0h 26m 25s,12/15/2012 15:51:00,17th & K St NW / Farragut Square,12/15/2012 16:17:00,12th & L St NW,W00083,Casual,,38.902061:-77.038322:88.6546677538348,38.903819:-77.0284:98.78030916899544
0h 6m 14s,12/15/2012 15:50:00,Georgia & New Hampshire Ave NW,12/15/2012 15:57:00,Park Rd & Holmead Pl NW,W00144,Subscriber,,38.936043:-77.024649:4.096833069823336,38.9308:-77.0315:83.7204280632172
0h 12m 37s,12/15/2012 13:34:00,21st & M St NW,12/15/2012 13:46:00,Adams Mill & Columbia Rd NW,W20123,Subscriber,,38.9054:-77.0471:24.384959716566712,38.922925:-77.042581:68.37871253446838
0h 12m 54s,12/15/2012 13:34:00,Wilson Blvd & N Edgewood St,12/15/2012 13:47:00,Key Blvd & N Quinn St,W00294,Subscriber,,38.889:-77.0925:29.50520979262594,38.896015:-77.078107:71.14922741080973
0h 7m 46s,12/15/2012 13:34:00,Washington Blvd & 10th St N,12/15/2012 13:41:00,Fairfax Dr & Glebe Rd,W00614,Subscriber,,38.884734:-77.093485:63.6588192951152,38.882281:-77.115449:35.538123157015924
4h 2m 28s,12/15/2012 13:34:00,Thomas Circle,12/15/2012 17:37:00,18th & M St NW,W01066,Casual,,38.9059:-77.0325:87.29941591534198,38.904742:-77.041606:97.94256624193794
0h 3m 15s,12/15/2012 13:33:00,20th St & Florida Ave NW,12/15/2012 13:37:00,17th & Corcoran St NW,W00458,Subscriber,,38.9154:-77.0446:2.194542440324043,38.9121:-77.0387:10.021915253929913
0h 6m 54s,12/15/2012 13:33:00,15th St & Massachusetts Ave SE,12/15/2012 13:40:00,D St & Maryland Ave NE,W00376,Subscriber,,38.88732:-76.983569:78.88116749562222,38.894758:-76.997114:28.809089128566935
0h 5m 29s,12/15/2012 13:33:00,Court House Metro / Wilson Blvd & N Uhle St,12/15/2012 13:39:00,Lynn & 19th St North,W20191,Subscriber,,38.891696:-77.0846:61.560015425285386,38.897315:-77.070993:37.12589158880336
0h 7m 10s,12/15/2012 13:33:00,13th & D St NE,12/15/2012 13:40:00,Columbus Circle / Union Station,W01033,Subscriber,,38.894832:-76.987633:4.104315015422677,38.89696:-77.00493:44.30198563043943
0h 9m 7s,12/15/2012 11:16:00,4th & East Capitol St NE,12/15/2012 11:25:00,Maryland & Independence Ave SW,W20877,Casual,,38.889955:-77.000349:73.17175884869012,38.887299:-77.018939:16.87182147881584
0h 7m 39s,12/15/2012 11:16:00,Potomac & Pennsylvania Ave SE,12/15/2012 11:24:00,13th & H St NE,W20885,Subscriber,,38.8803:-76.9862:22.53125949534075,38.9003:-76.9882:62.62217389396753
0h 12m 39s,12/15/2012 11:16:00,N Rhodes & 16th St N,12/15/2012 11:29:00,N Randolph St & Fairfax Dr,W00901,Subscriber,,38.892164:-77.079375:54.063050861975356,38.882629:-77.109366:71.11351145284918
0h 4m 18s,12/15/2012 11:16:00,21st St & Pennsylvania Ave NW,12/15/2012 11:20:00,20th & O St NW / Dupont South,W00193,Subscriber,,38.901539:-77.046564:8.548322731693004,38.908905:-77.04478:5.379990418676794
0h 7m 58s,12/15/2012 11:15:00,Eastern Market Metro / Pennsylvania Ave & 7th St SE,12/15/2012 11:23:00,D St & Maryland Ave NE,W00275,Subscriber,,38.884:-76.995397:2.693865796764305,38.894758:-76.997114:28.809089128566935
0h 9m 24s,12/15/2012 11:16:00,4th & East Capitol St NE,12/15/2012 11:26:00,Maryland & Independence Ave SW,W00361,Casual,,38.889955:-77.000349:73.17175884869012,38.887299:-77.018939:16.87182147881584
0h 3m 19s,12/15/2012 11:15:00,Adams Mill & Columbia Rd NW,12/15/2012 11:18:00,Calvert St & Woodley Pl NW,W00465,Subscriber,,38.922925:-77.042581:68.37871253446838,38.9236:-77.0501:0.920886146520217
1h 37m 52s,12/15/2012 11:16:00,Adams Mill & Columbia Rd NW,12/15/2012 12:54:00,15th & P St NW,W00656,Casual,,38.922925:-77.042581:68.37871253446838,38.90985:-77.034438:33.998461323854
0h 28m 24s,12/15/2012 11:15:00,12th & L St NW,12/15/2012 11:43:00,1st & K St SE,W20169,Subscriber,,38.903819:-77.0284:98.78030916899544,38.87861:-77.006004:87.18172362182544
0h 26m 42s,12/15/2012 0:47:00,Van Ness Metro / UDC,12/15/2012 1:14:00,Massachusetts Ave & Dupont Circle NW,W01008,Subscriber,,38.944551:-77.063896:31.901624571138008,38.9101:-77.0444:0.037382486137694
0h 24m 22s,12/15/2012 0:46:00,14th & Harvard St NW,12/15/2012 1:11:00,4th & E St SW,W00579,Subscriber,,38.9268:-77.0322:84.14891391553977,38.88412:-77.017445:25.217931222451952
0h 16m 47s,12/15/2012 0:45:00,7th & R St NW / Shaw Library,12/15/2012 1:02:00,14th & Rhode Island Ave NW,W00114,Subscriber,,38.912719:-77.022155:3.417683539036287,38.9086:-77.0323:44.521598782119085
0h 22m 48s,12/15/2012 0:45:00,7th & R St NW / Shaw Library,12/15/2012 1:08:00,New Hampshire Ave & T St NW [formerly 16th & U St NW],W00762,Subscriber,,38.912719:-77.022155:3.417683539036287,38.91554:-77.03818:98.06925223097663
0h 13m 28s,12/15/2012 0:45:00,Eastern Market Metro / Pennsylvania Ave & 7th St SE,12/15/2012 0:58:00,Convention Center / 7th & M St NW,W01104,Subscriber,,38.884:-76.995397:2.693865796764305,38.90572:-77.022264:45.58029852544275
0h 3m 1s,12/15/2012 0:43:00,13th & H St NE,12/15/2012 0:46:00,6th & H St NE,W01419,Subscriber,,38.9003:-76.9882:62.62217389396753,38.900384:-76.99831:60.664354055650435
0h 3m 23s,12/15/2012 0:43:00,16th & Harvard St NW,12/15/2012 0:46:00,Lamont & Mt Pleasant NW,W00021,Subscriber,,38.926088:-77.036536:48.16606704314131,38.9319:-77.0388:78.41949054594932
0h 5m 0s,12/15/2012 0:42:00,King St & Patrick St,12/15/2012 0:47:00,Braddock Rd Metro,W01402,Subscriber,,38.805317:-77.049883:93.35586778053424,38.814577:-77.052808:9.895722457536715
0h 3m 31s,12/15/2012 0:40:00,13th & H St NE,12/15/2012 0:44:00,13th & D St NE,W00512,Subscriber,,38.9003:-76.9882:62.62217389396753,38.894832:-76.987633:4.104315015422677
0h 5m 17s,12/15/2012 0:39:00,California St & Florida Ave NW,12/15/2012 0:44:00,15th & P St NW,W00789,Subscriber,,38.917761:-77.04062:31.782494645373603,38.90985:-77.034438:33.998461323854
0h 15m 43s,12/14/2012 19:10:00,1st & Rhode Island Ave NW,12/14/2012 19:26:00,16th & Harvard St NW,W00552,Subscriber,,38.915417:-77.012289:94.76721204953577,38.926088:-77.036536:48.16606704314131
0h 17m 56s,12/14/2012 19:10:00,C & O Canal & Wisconsin Ave NW,12/14/2012 19:28:00,14th & V St NW,W20936,Subscriber,,38.90375:-77.06269:37.21185511312615,38.9176:-77.0321:66.63283867035868
0h 29m 45s,12/14/2012 19:10:00,20th St & Florida Ave NW,12/14/2012 19:40:00,14th & D St SE,W00791,Subscriber,,38.9154:-77.0446:2.194542440324043,38.884:-76.9861:63.56484490552471
0h 7m 30s,12/14/2012 19:10:00,Lynn & 19th St North,12/14/2012 19:17:00,25th St & Pennsylvania Ave NW,W00795,Subscriber,,38.897315:-77.070993:37.12589158880336,38.903827:-77.053485:91.2733048781764
0h 3m 7s,12/14/2012 19:09:00,3rd & G St SE,12/14/2012 19:13:00,1st & K St SE,W01207,Subscriber,,38.881185:-77.001828:53.30373565898312,38.87861:-77.006004:87.18172362182544
0h 4m 32s,12/14/2012 19:09:00,Georgia & New Hampshire Ave NW,12/14/2012 19:14:00,14th St & Spring Rd NW,W00531,Subscriber,,38.936043:-77.024649:4.096833069823336,38.9375:-77.0328:72.092171222231
0h 2m 53s,12/14/2012 19:09:00,16th & Harvard St NW,12/14/2012 19:12:00,Adams Mill & Columbia Rd NW,W20179,Subscriber,,38.926088:-77.036536:48.16606704314131,38.922925:-77.042581:68.37871253446838
0h 1m 59s,12/14/2012 19:09:00,New Hampshire Ave & T St NW [formerly 16th & U St NW],12/14/2012 19:11:00,17th & Corcoran St NW,W00092,Subscriber,,38.91554:-77.03818:98.06925223097663,38.9121:-77.0387:10.021915253929913
0h 13m 59s,12/14/2012 19:09:00,N Quincy St & Glebe Rd,12/14/2012 19:23:00,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,W01182,Subscriber,,38.876393:-77.107735:36.19555042086219,38.8946:-77.072305:40.22488576755565
0h 18m 35s,12/14/2012 17:13:00,19th St & Constitution Ave NW,12/14/2012 17:32:00,1st & K St SE,W00825,Subscriber,,38.8923:-77.0436:28.267586247005305,38.87861:-77.006004:87.18172362182544
0h 14m 45s,12/14/2012 17:13:00,15th & K St NW,12/14/2012 17:28:00,L'Enfant Plaza / 7th & C St SW,W01143,Subscriber,,38.902:-77.03353:5.130581938240663,38.886266:-77.022241:76.56102367806851
0h 19m 19s,12/14/2012 17:13:00,15th & K St NW,12/14/2012 17:32:00,34th St & Wisconsin Ave NW,W01290,Subscriber,,38.902:-77.03353:5.130581938240663,38.916442:-77.0682:23.694574064729913
0h 11m 21s,12/14/2012 17:13:00,1st & K St SE,12/14/2012 17:24:00,3rd & H St NE,W00724,Subscriber,,38.87861:-77.006004:87.18172362182544,38.900017:-77.001967:59.61964274257902
0h 23m 0s,12/14/2012 17:13:00,17th & K St NW / Farragut Square,12/14/2012 17:36:00,4th & M St SW,W20122,Subscriber,,38.902061:-77.038322:88.6546677538348,38.8767:-77.0178:2.120123600700363
0h 12m 5s,12/14/2012 17:13:00,15th St & Massachusetts Ave SE,12/14/2012 17:25:00,Columbus Circle / Union Station,W00398,Subscriber,,38.88732:-76.983569:78.88116749562222,38.89696:-77.00493:44.30198563043943
0h 6m 6s,12/14/2012 17:13:00,7th & T St NW,12/14/2012 17:19:00,5th St & K St NW,W00675,Subscriber,,38.9155:-77.0222:96.26319389275511,38.90304:-77.019027:24.695755218818082
0h 11m 21s,12/14/2012 17:13:00,12th & L St NW,12/14/2012 17:24:00,1st & Rhode Island Ave NW,W00608,Subscriber,,38.903819:-77.0284:98.78030916899544,38.915417:-77.012289:94.76721204953577
0h 6m 32s,12/14/2012 17:13:00,14th & Rhode Island Ave NW,12/14/2012 17:19:00,Convention Center / 7th & M St NW,W00509,Subscriber,,38.9086:-77.0323:44.521598782119085,38.90572:-77.022264:45.58029852544275
0h 9m 23s,12/14/2012 14:29:00,19th St & Constitution Ave NW,12/14/2012 14:39:00,22nd & I St NW / Foggy Bottom,W01046,Casual,,38.8923:-77.0436:28.267586247005305,38.90088:-77.048911:66.08616193116573
0h 5m 15s,12/14/2012 14:29:00,5th St & K St NW,12/14/2012 14:34:00,13th St & New York Ave NW,W20067,Subscriber,,38.90304:-77.019027:24.695755218818082,38.900283:-77.029822:30.763034074079766
0h 13m 51s,12/14/2012 14:28:00,Lamont & Mt Pleasant NW,12/14/2012 14:42:00,M St & Pennsylvania Ave NW,W00218,Subscriber,,38.9319:-77.0388:78.41949054594932,38.905126:-77.056887:20.269144627354528
0h 8m 44s,12/14/2012 14:28:00,Bladensburg Rd & Benning Rd NE,12/14/2012 14:37:00,Columbus Circle / Union Station,W20139,Subscriber,,38.900413:-76.982872:49.92840449440668,38.89696:-77.00493:44.30198563043943
0h 6m 0s,12/14/2012 14:28:00,13th & D St NE,12/14/2012 14:34:00,Columbus Circle / Union Station,W20966,Subscriber,,38.894832:-76.987633:4.104315015422677,38.89696:-77.00493:44.30198563043943
0h 3m 21s,12/14/2012 14:28:00,20th & O St NW / Dupont South,12/14/2012 14:31:00,21st & M St NW,W00342,Subscriber,,38.908905:-77.04478:5.379990418676794,38.9054:-77.0471:24.384959716566712
0h 5m 55s,12/14/2012 14:28:00,13th & D St NE,12/14/2012 14:34:00,Columbus Circle / Union Station,W00475,Subscriber,,38.894832:-76.987633:4.104315015422677,38.89696:-77.00493:44.30198563043943
0h 5m 15s,12/14/2012 14:28:00,Massachusetts Ave & Dupont Circle NW,12/14/2012 14:33:00,New Hampshire Ave & T St NW [formerly 16th & U St NW],W00199,Subscriber,,38.9101:-77.0444:0.037382486137694,38.91554:-77.03818:98.06925223097663
0h 13m 47s,12/14/2012 14:28:00,Metro Center / 12th & G St NW,12/14/2012 14:42:00,1st & M St NE,W00867,Subscriber,,38.898364:-77.027869:10.131369063133011,38.9057:-77.0056:10.066673718983665
0h 12m 0s,12/14/2012 10:50:00,18th & M St NW,12/14/2012 11:02:00,M St & Pennsylvania Ave NW,W20033,Casual,,38.904742:-77.041606:97.94256624193794,38.905126:-77.056887:20.269144627354528
0h 5m 45s,12/14/2012 10:48:00,17th & K St NW [formerly 17th & L St NW],12/14/2012 10:54:00,Massachusetts Ave & Dupont Circle NW,W01192,Subscriber,,38.90276:-77.03863:82.23796582632403,38.9101:-77.0444:0.037382486137694
0h 24m 34s,12/14/2012 10:49:00,12th & L St NW,12/14/2012 11:14:00,13th St & New York Ave NW,W00767,Casual,,38.903819:-77.0284:98.78030916899544,38.900283:-77.029822:30.763034074079766
0h 8m 4s,12/14/2012 10:47:00,3rd & H St NE,12/14/2012 10:55:00,3rd & D St SE,W20038,Subscriber,,38.900017:-77.001967:59.61964274257902,38.8851:-77.0023:73.06937424895365
1h 26m 41s,12/14/2012 10:48:00,3rd & H St NE,12/14/2012 12:14:00,North Capitol St & F St NW,W00122,Casual,,38.900017:-77.001967:59.61964274257902,38.897446:-77.009888:33.10724318681378
0h 6m 8s,12/14/2012 10:47:00,Eastern Market / 7th & North Carolina Ave SE,12/14/2012 10:53:00,13th & D St NE,W00903,Subscriber,,38.886952:-76.996806:36.96767879185785,38.894832:-76.987633:4.104315015422677
0h 4m 11s,12/14/2012 10:46:00,22nd & I St NW / Foggy Bottom,12/14/2012 10:51:00,US Dept of State / Virginia Ave & 21st St NW,W00365,Subscriber,,38.90088:-77.048911:66.08616193116573,38.894919:-77.046587:6.033718764139206
0h 7m 23s,12/14/2012 10:46:00,15th & P St NW,12/14/2012 10:53:00,Convention Center / 7th & M St NW,W20046,Subscriber,,38.90985:-77.034438:33.998461323854,38.90572:-77.022264:45.58029852544275
0h 17m 16s,12/14/2012 10:45:00,Columbus Circle / Union Station,12/14/2012 11:02:00,Jefferson Dr & 14th St SW,W00090,Subscriber,,38.89696:-77.00493:44.30198563043943,38.888553:-77.032429:65.4503364708893
0h 7m 31s,12/14/2012 8:14:00,14th & Harvard St NW,12/14/2012 8:22:00,15th & P St NW,W01219,Subscriber,,38.9268:-77.0322:84.14891391553977,38.90985:-77.034438:33.998461323854
0h 20m 28s,12/14/2012 8:14:00,D St & Maryland Ave NE,12/14/2012 8:34:00,15th & K St NW,W00348,Subscriber,,38.894758:-76.997114:28.809089128566935,38.902:-77.03353:5.130581938240663
0h 15m 17s,12/14/2012 8:14:00,5th St & K St NW,12/14/2012 8:29:00,21st & I St NW,W00766,Subscriber,,38.90304:-77.019027:24.695755218818082,38.9008:-77.047:2.01921385090732
0h 13m 31s,12/14/2012 8:14:00,Georgia Ave and Fairmont St NW,12/14/2012 8:27:00,Massachusetts Ave & Dupont Circle NW,W00713,Subscriber,,38.9249:-77.0222:32.061477039446316,38.9101:-77.0444:0.037382486137694
0h 15m 46s,12/14/2012 8:14:00,16th & Harvard St NW,12/14/2012 8:29:00,20th & E St NW,W20961,Subscriber,,38.926088:-77.036536:48.16606704314131,38.8963:-77.045:98.52259364350951
0h 6m 50s,12/14/2012 8:14:00,7th & T St NW,12/14/2012 8:21:00,Georgia Ave and Fairmont St NW,W01414,Subscriber,,38.9155:-77.0222:96.26319389275511,38.9249:-77.0222:32.061477039446316
0h 10m 25s,12/14/2012 8:14:00,Columbus Circle / Union Station,12/14/2012 8:24:00,M St & New Jersey Ave SE,W00759,Subscriber,,38.89696:-77.00493:44.30198563043943,38.8763:-77.0037:57.89359248493322
0h 4m 15s,12/14/2012 8:13:00,3rd & H St NE,12/14/2012 8:18:00,1st & M St NE,W01460,Subscriber,,38.900017:-77.001967:59.61964274257902,38.9057:-77.0056:10.066673718983665
0h 8m 13s,12/14/2012 8:13:00,6th & H St NE,12/14/2012 8:21:00,North Capitol St & F St NW,W01486,Subscriber,,38.900384:-76.99831:60.664354055650435,38.897446:-77.009888:33.10724318681378
0h 9m 38s,12/13/2012 21:46:00,19th & L St NW,12/13/2012 21:55:00,5th St & K St NW,W01302,Subscriber,,38.903407:-77.043648:38.31350971966825,38.90304:-77.019027:24.695755218818082
0h 9m 9s,12/13/2012 21:45:00,4th St & Massachusetts Ave NW,12/13/2012 21:55:00,13th & H St NE,W00341,Subscriber,,38.9003:-77.016:36.952306254992514,38.9003:-76.9882:62.62217389396753
0h 6m 7s,12/13/2012 21:45:00,3rd & H St NE,12/13/2012 21:51:00,13th & H St NE,W00228,Subscriber,,38.900017:-77.001967:59.61964274257902,38.9003:-76.9882:62.62217389396753
0h 10m 24s,12/13/2012 21:45:00,5th St & K St NW,12/13/2012 21:56:00,Florida Ave & R St NW,W01296,Subscriber,,38.90304:-77.019027:24.695755218818082,38.9126:-77.0135:40.49634722878266
0h 5m 52s,12/13/2012 21:45:00,13th St & New York Ave NW,12/13/2012 21:51:00,5th St & K St NW,w00461,Subscriber,,38.900283:-77.029822:30.763034074079766,38.90304:-77.019027:24.695755218818082
0h 13m 12s,12/13/2012 21:45:00,8th & F St NW / National Portrait Gallery,12/13/2012 21:58:00,14th & Rhode Island Ave NW,W01372,Subscriber,,38.897003:-77.022996:75.64089537270223,38.9086:-77.0323:44.521598782119085
